home_win_count,away_win_count,h2h_home_win_count,h2h_away_win_count,home_mean_goals_scored,home_mean_goals_conceded,home_std_goals_scored,home_std_goals_conceded,away_mean_goals_scored,away_mean_goals_conceded,away_std_goals_scored,away_std_goals_conceded,h2h_home_mean_goals,h2h_away_mean_goals,h2h_home_std_goals,h2h_team_std_goals,home_rank - away_rank,home_rank_change,away_rank_change,home_team_opposition_rank_diff,away_team_opposition_rank_diff,is_friendly,is_qualifier,is_tournament,home_match_for_home_team,home_team_win,draw,away_team_win
6.0,4.0,0.0,0.0,2.0,1.8666666666666667,1.505545305418162,1.3097921802925667,2.7777777777777777,1.6666666666666667,2.096440251568134,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
5.0,3.0,0.0,0.0,1.2666666666666666,2.933333333333333,0.9285592184789414,2.14372469210847,2.5,1.6666666666666667,0.9574271077563381,1.1055415967851332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
11.0,10.0,0.0,0.0,1.8,1.2,1.3266499161421599,1.1075498483890767,2.3333333333333335,2.3333333333333335,1.3498971154211057,1.7763883459298973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3.0,7.0,0.0,0.0,0.8333333333333334,3.8333333333333335,1.0671873729054748,1.0671873729054748,2.933333333333333,1.8666666666666667,1.9821424996424675,0.8844332774281065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
8.0,6.0,0.0,0.0,2.1333333333333333,0.8,1.927577639306795,0.7483314773547883,1.4666666666666666,2.933333333333333,1.14697670227235,2.1437246921084703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
6.0,4.0,0.0,0.0,1.3333333333333333,2.2,1.9550504398153574,1.2220201853215573,2.2857142857142856,2.0,1.0301575072754257,1.3093073414159542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
4.0,10.0,0.0,0.0,0.7142857142857143,6.142857142857143,0.6998542122237651,1.7261494247992248,2.3333333333333335,2.4,1.3498971154211057,1.7048949136725893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
12.0,4.0,0.0,0.0,1.8,2.8666666666666667,1.6812693617224657,2.246973272847029,2.8,1.5,1.98997487421324,0.806225774829855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
7.0,3.0,2.0,0.0,1.7333333333333334,1.5333333333333334,2.264705033528404,0.9568466729604882,0.8571428571428571,3.7142857142857144,0.9897433186107869,1.0301575072754257,4.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
9.0,5.0,0.0,0.0,2.2,0.7333333333333333,1.8690461025168248,0.7717224601860151,2.0,2.125,1.224744871391589,1.2686114456365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
7.0,7.0,0.0,0.0,1.4666666666666666,2.1333333333333333,1.9955506062794355,1.3097921802925665,1.4666666666666666,2.8666666666666667,1.1469767022723503,2.186829262247563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
6.0,11.0,0.0,0.0,1.9333333333333333,2.0,1.569146972791976,1.3165611772087666,1.8,2.933333333333333,1.6812693617224657,2.2350739485653612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
4.0,11.0,0.0,0.0,0.625,5.875,0.6959705453537527,1.7633419974582356,1.8666666666666667,1.3333333333333333,1.2578641509408806,1.07496769977314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
8.0,7.0,0.0,0.0,1.2,1.5333333333333334,1.16619037896906,0.9568466729604882,3.066666666666667,1.8,1.9136933459209768,0.9092121131323903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
9.0,8.0,8.0,0.0,2.1333333333333333,0.8666666666666667,1.7074997966487597,0.9568466729604881,1.4666666666666666,2.0,1.9955506062794355,1.4142135623730951,2.3,0.4,1.676305461424021,0.48989794855663565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
