home_win_count,away_win_count,h2h_home_win_count,h2h_away_win_count,home_mean_goals_scored,home_mean_goals_conceded,home_std_goals_scored,home_std_goals_conceded,away_mean_goals_scored,away_mean_goals_conceded,away_std_goals_scored,away_std_goals_conceded,h2h_home_mean_goals,h2h_away_mean_goals,h2h_home_std_goals,h2h_team_std_goals,home_rank - away_rank,home_rank_change,away_rank_change,home_team_opposition_rank_diff,away_team_opposition_rank_diff,is_friendly,is_qualifier,is_tournament,home_match_for_home_team,home_team_win,draw,away_team_win
9.0,4.0,0.0,0.0,1.7,2.45,1.452583904633395,1.7168284713389395,2.7777777777777777,1.6666666666666667,2.096440251568134,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
8.0,3.0,0.0,0.0,1.45,3.5,1.116915395184434,3.024896692450835,2.5,1.6666666666666667,0.9574271077563381,1.1055415967851332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
13.0,12.0,0.0,0.0,1.65,1.15,1.2757350822173072,1.0136567466356647,2.15,2.55,1.3143439428094914,1.8567444627627139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3.0,9.0,0.0,0.0,0.8333333333333334,3.8333333333333335,1.0671873729054748,1.0671873729054748,2.45,2.25,1.935846068260594,1.3369741957120937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
10.0,9.0,0.0,0.0,2.35,0.75,2.2863726730347356,0.7664854858377946,1.65,3.25,1.194780314534852,3.014548058996572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
9.0,4.0,0.0,0.0,1.05,2.55,1.7741194999210173,1.532155344604456,2.2857142857142856,2.0,1.0301575072754257,1.3093073414159542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
4.0,11.0,0.0,0.0,0.7142857142857143,6.142857142857143,0.6998542122237651,1.7261494247992248,2.2,2.4,1.2884098726725124,1.8547236990991405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
13.0,4.0,0.0,0.0,1.5,2.2,1.5652475842498528,2.2715633383201093,2.8,1.5,1.98997487421324,0.806225774829855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
7.0,3.0,2.0,0.0,2.15,1.25,2.43464576478797,0.9937303457175896,0.8571428571428571,3.7142857142857144,0.9897433186107869,1.0301575072754257,4.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
10.0,5.0,0.0,0.0,2.15,0.75,2.2197972880423116,0.7664854858377946,2.0,2.125,1.224744871391589,1.2686114456365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
9.0,9.0,0.0,0.0,1.2,2.3,1.8055470085267786,1.5198684153570663,1.6,2.65,1.2409673645990857,2.056088519495209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
8.0,13.0,0.0,0.0,1.65,2.4,1.49248115565993,1.6852299546352716,1.45,2.35,1.5960889699512368,2.2197972880423116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
4.0,12.0,0.0,0.0,0.625,5.875,0.6959705453537527,1.7633419974582356,1.7,1.2,1.2288205727444508,1.0295630140987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
8.0,9.0,0.0,0.0,1.9,1.25,2.2781571499789033,0.9937303457175896,2.6,2.0,1.8547236990991407,1.0488088481701516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
10.0,9.0,11.0,0.0,2.05,0.9,1.9868316486305528,0.8888194417315589,1.25,2.0,1.7853571071357126,1.3416407864998738,2.6153846153846154,0.46153846153846156,1.6426274233894322,0.4985185152621432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
11.0,4.0,0.0,0.0,2.2,0.85,1.9390719429665317,0.852936105461599,2.8181818181818183,1.3636363636363635,1.8982375470746453,0.8813963377120598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
