X_Principal0,X_Principal1,X_Principal2,XPrincipal3,Target_Outcome_Win,Target_Outcome_Loss,Target_Outcome_Tie,date,home_team,away_team,tournament
-0.6633147185960749,-1.3075516682049833,-1.8596705442691306,-2.657965252621259,0,1,0,1993-01-31,Congo,South Africa,1
-0.014869960469480316,-1.871367227365458,-1.6257248612959077,-2.306540021636874,1,0,0,1993-01-31,Ecuador,Romania,0
0.4513107203845854,-2.2964187711464885,-1.5710366034319885,-2.346240600380532,1,0,0,1993-01-31,Egypt,Togo,1
2.6660282881051947,0.5624457814099977,-1.7547128535195373,-1.7144688935273462,1,0,0,1993-01-31,Ghana,Burundi,1
3.5945040840428653,-3.7689200831714986,-0.563087508657907,0.16871245120084927,1,0,0,1993-01-31,Morocco,Benin,1
4.61764937044392,2.5553438034807217,-1.8928437340015083,-1.2622797795101617,1,0,0,1993-01-31,Tunisia,Ethiopia,1
1.1294068312890506,-0.5035623091006529,-0.6672113224959793,-1.2660901837895844,1,0,0,1993-01-31,Zimbabwe,Angola,1
-0.5401243516974567,-2.814237550869838,-1.8227371336154639,-3.5544247037024475,0,0,1,1993-02-01,Cyprus,Poland,0
-0.46542414323804593,-2.8147165529999363,-1.8215654814935482,-3.5627096228270543,0,0,1,1993-02-03,Israel,Poland,0
0.8115124995162252,-3.6313424064115662,-0.8972350386665696,-0.6447370355284656,0,1,0,1993-02-03,Peru,Romania,0
-0.07324804882613883,-2.817231314182955,-1.8154143078534926,-3.606205448231247,1,0,0,1993-02-05,Malaysia,Singapore,1
2.444037860531835,0.08220926959737347,-1.788284448587514,-2.1053238597756363,1,0,0,1993-02-06,Ghana,Indonesia,1
0.5502204999804732,-0.14248806800539174,-1.0738625535632491,0.9141411234508515,0,0,1,1993-02-06,United States,Romania,0
1.304205680895108,-0.4092232888460518,-1.7076578086025076,-1.9191932831633016,0,0,1,1993-02-07,Malaysia,Thailand,1
-0.61154669612265,-1.3657634969570196,-1.1192044072668126,0.1445414434772337,0,0,1,1993-02-09,Singapore,Thailand,1
-0.7580580718851914,-1.9978613797226032,-1.1293945385591488,-0.24907515563248853,0,1,0,1993-02-10,Mexico,Romania,0
0.7322636593800005,-1.3517942360191206,-1.9054023634982604,-3.1618998907759948,0,0,1,1993-02-10,Portugal,Norway,0
0.3119434515404417,-1.8734628616846387,-1.6205988832625284,-2.342786542807034,1,0,0,1993-02-10,Thailand,China PR,1
-0.5681369298697357,-2.8140579250710513,-1.8231765031611822,-3.5513178590307195,0,1,0,1993-02-13,Cyprus,Belgium,1
-0.8641544265638145,1.1392353212903659,-1.3551768788222636,0.9359283831023603,0,1,0,1993-02-13,United States,Russia,0
1.365401940391937,-2.016124856559046,-0.46924688763482947,-1.9584669809332973,0,1,0,1993-02-16,Thailand,China PR,1
-0.4560866171806193,-2.8147764282661996,-1.821419024978309,-3.56374523771763,0,1,0,1993-02-17,Albania,Northern Ireland,1
-1.6478954840158098,-0.7881674646068223,-1.7628718828354333,-1.7425621645533893,0,1,0,1993-02-17,El Salvador,Russia,0
1.075267656237303,-2.824595971933219,-1.7974001564790434,-3.7335860797720946,1,0,0,1993-02-17,England,San Marino,1
0.6177288794234117,-2.8216620838863657,-1.8045765257257753,-3.682840950133871,1,0,0,1993-02-17,Greece,Luxembourg,1
0.15085257655209344,-2.8186683205732495,-1.811899351487747,-3.6310602056050714,1,0,0,1993-02-17,Republic of Ireland,Wales,0
-0.4747616692954725,-2.814656677733675,-1.8217119380087885,-3.56167400793648,0,1,0,1993-02-17,Israel,France,1
0.7886633438866506,-3.302512616867562,-1.5424111849129993,-2.9721870414437332,1,0,0,1993-02-17,Scotland,Malta,1
-0.11993567911327038,-2.8169319378516438,-1.8161465904296898,-3.6010273737783667,0,0,1,1993-02-18,Argentina,Brazil,0
0.7663687565735031,-4.261878547445722,-1.0237923073817863,-1.5104902433309972,1,0,0,1993-02-18,United Arab Emirates,Bulgaria,0
1.0390940180136465,-2.351244801660634,-1.7035806288069273,-3.0765040622408764,0,0,1,1993-02-20,Finland,Estonia,0
-0.11059815305584374,-2.8169918131179044,-1.8160001339144511,-3.6020629886689437,0,1,0,1993-02-20,Latvia,Lithuania,0
1.8912500852076268,-2.149675307893329,-0.39577888152395985,-1.8021735566804087,0,1,0,1993-02-20,United Arab Emirates,Bulgaria,0
-0.5362088889904011,-2.26787560304334,-1.338708362494086,-1.2128382927577388,0,1,0,1993-02-21,Estonia,Latvia,0
-0.8555376205082128,0.09831779871427328,-1.562692909216739,-0.5017813822979428,1,0,0,1993-02-21,Finland,Lithuania,0
-1.6735197069719556,0.315554573029157,-0.49447126727213236,-0.462967523857546,0,0,1,1993-02-21,United States,Russia,0
-0.6196962196472142,0.18479411697153678,-1.1862452396206462,0.9853578146989745,0,0,1,1993-02-24,Argentina,Denmark,1
-1.8588910843839406,-0.03386651901419756,-1.7836818924060973,-1.2777626007635794,1,0,0,1993-02-24,Kuwait,China PR,0
0.2722404152986363,-2.8194466990346605,-1.8099954167896342,-3.6445231991825593,1,0,0,1993-02-24,Netherlands,Turkey,1
-1.442381972903464,1.4117602654700985,-1.8638154434917813,-0.768871174763155,0,1,0,1993-02-24,Portugal,Italy,1
1.0441859467267527,-1.331771184626602,-1.125146503952475,-0.08197809332725309,1,0,0,1993-02-24,Spain,Lithuania,1
-0.8949503418796574,-2.8119622907518695,-1.828302481194563,-3.51507133786056,0,0,1,1993-02-24,Venezuela,Colombia,0
-0.13411214632876758,2.7999060403220293,-1.748661534765972,0.3627499202500499,1,0,0,1993-02-26,Algeria,Ghana,1
-0.349458367841874,-2.2690731083685867,-1.335779232189297,-1.2335505905692583,1,0,0,1993-02-27,Kenya,Guinea,1
1.040776547437162,-3.3041292490566456,-1.538456859001535,-3.0001486434892857,1,0,0,1993-02-27,Nigeria,Congo,1
1.3859924859800268,1.604136355718054,-1.2918523025152107,1.0780793486152123,1,0,0,1993-02-27,Senegal,Gabon,1
2.810031843408223,1.0517231443481063,-1.7866616256043182,-1.552558842501248,1,0,0,1993-02-27,Zambia,Madagascar,1
-1.7956300548677473,-6.387515009537986,0.13351960101167898,1.9065266494315214,1,0,0,1993-02-28,Benin,Ethiopia,1
-0.5859678500731129,7.119481727394617,-2.259660775894767,1.2885123623983652,0,0,1,1993-02-28,Morocco,Tunisia,1
-0.4415572412855538,-5.8718339104986965,-0.13663822770011136,0.983851812404961,1,0,0,1993-02-28,Niger,Botswana,1
-0.43470932432024123,-2.341981964291355,-1.1991505952251529,-0.822406949913858,0,1,0,1993-02-28,Togo,Angola,1
-0.18529836151525542,-2.8165128109878066,-1.8171717860363656,-3.593778069544335,0,0,1,1993-03-02,Jordan,Syria,0
-1.165055160704825,-0.5180700669060834,-1.5133149867399136,-0.6251031259456985,1,0,0,1993-03-03,Paraguay,Bolivia,1
-0.05235159995455886,-2.3954907389477316,-1.3349166639353591,-1.529886884181531,0,1,0,1993-03-05,El Salvador,Costa Rica,1
0.816038323386092,-2.4010591387101274,-1.3212962080180926,-1.6261990690050985,1,0,0,1993-03-05,Honduras,Panama,1
1.2034184165936528,-3.836171250211365,-0.8906385975494183,-0.8630088840466192,0,0,1,1993-03-07,El Salvador,Panama,1
-0.2835639249304117,-0.04833551939080224,-1.6020158548662762,-0.9585628986240534,1,0,0,1993-03-07,Honduras,Costa Rica,1
0.209230664908752,-1.8728042337557536,-1.6222099049301617,-2.331394779010698,0,1,0,1993-03-07,Japan,Hungary,1
-0.12927320517069704,-2.8168720625853814,-1.816293046944929,-3.5999917588877905,0,1,0,1993-03-09,Canada,South Korea,0
0.8836775364780233,-2.5791138436388255,-1.188594430525322,-1.1372025763219578,1,0,0,1993-03-09,Costa Rica,Panama,1
0.9491915112076362,-0.777989926497238,-1.3392700602088807,-0.5852939265655723,1,0,0,1993-03-09,Honduras,El Salvador,1
-1.935020790558134,0.2064988722101381,-1.914618106297246,-1.6341251699992245,1,0,0,1993-03-10,Austria,Greece,0
0.47932317363064114,-0.7005047850493622,-1.6761362869667342,-1.7421370651595187,0,0,1,1993-03-10,Hungary,United States,1
-3.157983927229878,-5.877001507296035,0.6280306207911422,4.442528535572861,0,0,1,1993-03-10,San Marino,Turkey,1
-3.6681244484488413,-0.6080619277857905,0.020593188239084795,-0.5193190608325681,1,0,0,1993-03-11,Canada,South Korea,0
-0.12927320517069704,-2.8168720625853814,-1.816293046944929,-3.5999917588877905,1,0,0,1993-03-11,Puerto Rico,Barbados,1
-0.6956634975287647,-1.6273871228638896,-1.0672339432110907,0.2313942658306167,0,0,1,1993-03-12,El Salvador,Bolivia,0
-1.0368157608931285,-1.3051566575544888,-1.8655288048787078,-2.61654065699822,0,1,0,1993-03-12,Guyana,Puerto Rico,1
-0.06285405549122289,-1.791156463434245,-1.5907682037553412,-1.9949496288976187,0,1,0,1993-03-12,Qatar,Jordan,0
-0.649578739467753,-4.342017851157808,-0.9821774414168578,-1.267680992508951,0,1,0,1993-03-14,Guyana,Barbados,1
0.09777506011912968,1.2983014926181702,0.8316273663007747,-0.1560731556541171,0,0,1,1993-03-14,Honduras,Bolivia,0
-0.6395870078926329,-2.0829284676124167,-1.3976255309303058,-1.390707748601111,1,0,0,1993-03-14,Japan,United States,1
0.33395550720961276,0.5432572926224404,-0.11489005153995865,-0.877424216216625,0,0,1,1993-03-16,Honduras,Bolivia,0
0.593257235796095,-0.3247613810102145,-1.6830995636439396,-1.5340742331931498,1,0,0,1993-03-16,Kuwait,Syria,0
0.6480943896077904,-1.875618371270083,-1.6153264487139087,-2.3800686788677705,0,0,1,1993-03-17,Brazil,Poland,0
1.8044802964365285,2.2410258551845677,-1.8436908619711219,-0.7345326912217172,0,1,0,1993-03-17,Tunisia,Switzerland,0
-0.3761410127247956,-2.2784125175056147,-1.1031258318046337,-0.4528397102252531,0,0,1,1993-03-23,El Salvador,United States,0
0.26635613361592414,-0.672241088455915,-1.4939628593963152,-0.9828205934276294,0,1,0,1993-03-24,Costa Rica,Canada,0
-2.3877068625395745,-2.2086252511010396,-1.1829331458362564,-0.33621744306508666,0,0,1,1993-03-24,Israel,Russia,0
3.561575452855412,-0.38572410253736145,-1.350292211041307,-0.8297576382752332,1,0,0,1993-03-24,Italy,Malta,1
4.6581014630099125,-0.3993906176709916,-0.9792223214867543,0.4313099542167944,1,0,0,1993-03-24,Netherlands,San Marino,1
2.6327503835724957,1.5772237870544126,-2.080838322815374,-2.3053928374733443,0,1,0,1993-03-24,Scotland,Germany,0
0.6034304026706001,-0.633250623603381,-1.4722112910713636,-0.9548126955786905,1,0,0,1993-03-25,Honduras,United States,0
-2.391327224396603,5.638057458141346,-1.9056260359442951,2.0218604286290174,0,1,0,1993-03-27,Austria,France,1
-2.652953829702473,1.2372439937273092,-1.7013956103877697,0.05790861079933278,1,0,0,1993-03-27,Malawi,Zambia,0
-0.8356473215008831,-1.3643264905667243,-1.1227193636325583,0.16939620085105744,0,1,0,1993-03-30,Qatar,Norway,0
-0.23092952452489712,-1.7900787086415237,-1.5934044210296507,-1.9763085608672508,1,0,0,1993-03-31,Chile,Bolivia,0
-0.4482911221794324,-2.045220290204668,-1.6529344469046952,-2.3553033732174096,1,0,0,1993-03-31,Colombia,Costa Rica,0
-1.7731264800010278,2.890837115415493,-1.534177198525274,1.5547319966316793,1,0,0,1993-03-31,Denmark,Spain,1
-0.6321021754365315,-0.29925714455932406,-1.6685084471404021,-1.2235946727982385,0,1,0,1993-03-31,Hungary,Greece,1
0.32301938399075564,2.1291058443299087,-1.533565571075289,0.6848341720750831,1,0,0,1993-03-31,Republic of Ireland,Northern Ireland,1
1.5012877423310584,-2.6318348399793483,-0.9097502405092216,-0.13270823242862348,0,0,1,1993-03-31,Poland,Lithuania,0
0.4712003735554835,-0.7460787890575797,-1.4528211882043505,-0.8910849726138775,0,0,1,1993-03-31,Switzerland,Portugal,1
-6.105722594027912,6.205581914337128,-1.7342562387616633,3.7851951370744255,0,1,0,1993-03-31,Turkey,England,1
-2.812329371351559,2.1398949772099902,-1.483209763797651,1.4246088810494888,1,0,0,1993-03-31,Wales,Belgium,1
0.3110028871377376,-0.3518914115995764,-1.3176995601456816,-0.09864559375489501,0,1,0,1993-04-02,Malaysia,United Arab Emirates,0
1.2341965899901197,-3.7631386034320506,-0.31575893257964266,1.439977225474089,0,0,1,1993-04-03,Niger,Benin,0
0.22417898226152222,-2.607495394352136,-0.9583386388988683,-0.1790203177700962,1,0,0,1993-04-04,El Salvador,Mexico,1
0.7883350682663323,0.5144384854598151,-1.650079630563656,-0.9264998031306262,0,0,1,1993-04-04,Honduras,Canada,1
-0.6745613384847288,1.3891899170660622,-1.8855829292420507,-1.0286056055198423,0,1,0,1993-04-04,Kuwait,Egypt,0
0.3311245670727597,-3.2995787288207077,-1.5495875541597315,-2.9214419118055104,1,0,0,1993-04-07,Slovenia,Estonia,0
0.7646875822544746,-0.9763749528467479,-1.284729626132185,-0.45860307123876887,1,0,0,1993-04-08,Japan,Thailand,1
2.01622492658771,-0.28269802473672306,-1.7693390051708782,-2.1912865880429817,0,0,1,1993-04-09,Algeria,Sierra Leone,1
2.0952720542714114,0.20847356683291238,-1.6475305297850913,-1.3509166545399787,1,0,0,1993-04-09,Egypt,Mali,1
-0.8378687182576097,-1.786186816334472,-1.6029240945202134,-1.9089935929798107,1,0,0,1993-04-09,Oman,Malaysia,0
0.5040173577819811,-4.407294961328802,-0.22442943561628761,1.4126231465015744,1,0,0,1993-04-09,Qatar,Indonesia,1
0.7976263417819847,-1.352213362882957,-1.9043771678915846,-3.1691491950100263,0,0,1,1993-04-10,South Africa,Mauritius,1
0.4916956957417882,1.6260589214693724,-1.5192528618157946,0.371860951543482,0,0,1,1993-04-10,Zambia,Zimbabwe,1
2.00702012094195,-0.22446901205481112,-1.7469474298890202,-2.061803276767865,0,0,1,1993-04-10,Ghana,Liberia,1
0.16996210959624422,-0.47134550411523535,-1.2390496650050877,0.19851990344997036,1,0,0,1993-04-11,Canada,El Salvador,1
-2.353626160415867,-2.1706525994237063,-1.4005224678249555,-1.183001160938604,1,0,0,1993-04-11,Ethiopia,Nigeria,1
1.3859151261483553,-2.452372823591608,-0.7058539510369383,0.7752820681804664,1,0,0,1993-04-11,Gabon,Benin,1
0.4035646733412309,-3.8533470321753605,-0.8872281796608688,-0.7528559603161041,1,0,0,1993-04-11,Guinea,Congo,1
-1.9829053392340112,0.9985192478288175,-1.0900783920895665,2.0532030585178003,0,1,0,1993-04-11,Guinea-Bissau,Senegal,1
1.4611131572345943,-1.3820901785074757,-1.701079066732295,-2.529952734309944,1,0,0,1993-04-11,Japan,Bangladesh,1
-1.461305187847031,-0.7839982917746853,-1.2326811306900614,0.27392675637197533,1,0,0,1993-04-11,Mexico,Honduras,1
1.05975901050532,1.6226039849275364,-2.037889177375793,-1.7817815163976651,0,1,0,1993-04-11,Morocco,Malawi,1
-2.7033425964221403,-0.15324561152645552,-1.0094050027845836,1.6884688691437244,0,0,1,1993-04-11,Mozambique,Kenya,1
-1.0009695693498744,-0.8559518034490101,-1.1661815089951253,0.3312671118756414,0,0,1,1993-04-11,Niger,Cameroon,1
-2.3593499925322887,0.7222905598325597,-1.8090320539491835,-0.7808589753659138,0,0,1,1993-04-11,Sudan,Uganda,1
-0.12190495519104942,-0.9247656960484395,-1.6142866699295448,-1.5564729459407425,1,0,0,1993-04-13,Poland,Finland,0
0.6099303516652607,-1.643492307040325,-1.2736477700004423,-0.8247011314383095,1,0,0,1993-04-13,United Arab Emirates,Thailand,1
0.11570535987921307,-1.1658993154483872,-1.2262042256457466,-0.22220533977020532,1,0,0,1993-04-14,Austria,Bulgaria,1
0.6381839681647362,0.39373541167804826,-1.4427068436950057,-0.1472813191711142,1,0,0,1993-04-14,Denmark,Latvia,1
-0.01813779503931194,0.8318856945326315,-1.7938740880901807,-1.1030342965587614,1,0,0,1993-04-14,Germany,Ghana,0
4.916487356832013,1.5537327434451556,-1.5731902967349,-0.7151034911879954,1,0,0,1993-04-14,Italy,Estonia,1
-0.621046492709422,-2.475289525151926,-0.6885155136728028,1.1280441682462812,1,0,0,1993-04-14,Lithuania,Albania,1
-2.777895008636809,-2.1241651790339864,-1.1164580353308196,0.0583610017472248,0,1,0,1993-04-14,Luxembourg,Russia,1
1.8645480055200758,-2.235399766584731,-1.2326758595427338,-1.2871551363280518,1,0,0,1993-04-14,Romania,Cyprus,1
1.0964025801271378,1.3768452387648973,-1.7057534800679306,-0.6316893863745018,0,0,1,1993-04-15,Egypt,Zimbabwe,1
-0.17206401610131972,-2.501184865204467,-1.754039608193997,-3.159865850752494,0,1,0,1993-04-15,Hungary,Sweden,0
4.2962937286539375,-5.605956415742388,0.444919775780149,2.8590859841568754,1,0,0,1993-04-15,United Arab Emirates,Bangladesh,1
-0.5449407460324208,-1.4460179993390347,-1.5235019078484076,-1.4040123814764571,1,0,0,1993-04-16,Australia,Kuwait,0
0.2753600446181031,-1.1552901898631502,-0.7525701492703131,1.5392403587858574,1,0,0,1993-04-16,Qatar,Singapore,1
-2.3791238113048974,-2.8740643964753083,-0.7764801546276378,0.7716096107167898,0,1,0,1993-04-17,Malta,Switzerland,1
0.2878611901334342,-2.4230612498803867,-1.4253711208758557,-1.9480439511477572,0,0,1,1993-04-17,United States,Iceland,0
0.8586251409281866,-1.4107396317693697,-1.4194296367723283,-1.263853559994272,1,0,0,1993-04-18,Cameroon,Guinea,1
-0.1479047712655261,0.6977666208128913,0.23374376457619614,-0.14490561981714195,1,0,0,1993-04-18,Canada,Honduras,1
-0.8487058722852623,-3.001398417895777,-0.5799359567515707,1.2630866478868161,0,1,0,1993-04-18,Indonesia,Singapore,1
1.4345197040558886,1.9000912854662544,-1.7630563094664957,-0.6018945334475903,1,0,0,1993-04-18,Japan,United Arab Emirates,1
-0.37242961990440615,-1.0196645557741693,0.7330199998246897,-0.1565184084516882,1,0,0,1993-04-18,Mexico,El Salvador,1
-0.5417375399515186,2.490931966442603,-1.7802623049360151,0.14174556743498085,1,0,0,1993-04-18,Morocco,Senegal,1
0.15085257655209344,-2.8186683205732495,-1.811899351487747,-3.6310602056050714,1,0,0,1993-04-18,Saudi Arabia,New Zealand,0
2.0707355749090577,-5.004658396713874,-0.2760167510630587,0.7040348530314278,1,0,0,1993-04-18,Thailand,Bangladesh,1
1.2336764864635323,-0.2797469514101652,-0.6357071562001231,-1.393655289376767,0,1,0,1993-04-19,Australia,Kuwait,0
-2.369952650592244,2.1560454024346165,-1.315291518887148,2.0454443979508583,0,1,0,1993-04-22,Singapore,Saudi Arabia,0
-1.347846853168006,-1.2765091807528663,-1.5730265859268142,-1.3533914416087807,0,0,1,1993-04-23,Hong Kong,Kuwait,0
0.8133733516475701,-0.9911615502149953,-1.5483076463243184,-1.4788697056540314,1,0,0,1993-04-23,Nigeria,Sudan,1
0.6926815880450687,0.8269713498811329,-1.8860393370224322,-1.6455285167477856,1,0,0,1993-04-23,Egypt,Malawi,1
-3.2410170990352865,-0.9915294944784923,1.6098127283497772,2.0077542884821136,0,1,0,1993-04-24,Indonesia,Qatar,1
1.5259533742612408,-1.3568836336514194,-1.8929535597029092,-3.2499271564749534,1,0,0,1993-04-24,Kenya,Lesotho,1
3.807797765861468,1.7347702897982284,1.1243696191041619,1.306658784682793,1,0,0,1993-04-24,Saudi Arabia,New Zealand,0
0.3776621529046164,-2.593571939507276,-1.1513850271467247,-0.8277866959236576,1,0,0,1993-04-24,Sierra Leone,Guinea-Bissau,1
-0.685414167545653,-0.4923109148390508,-1.7812933125294779,-1.8175139971062808,0,0,1,1993-04-24,South Africa,Zimbabwe,1
0.5999460075124233,0.023712382975880894,-1.4902395869003189,-0.5481868964825461,0,0,1,1993-04-25,Cameroon,Gabon,1
-0.3334446610597912,-3.7545918793516093,-1.3012251639489552,-2.1825465057441478,0,0,1,1993-04-25,Congo,Burundi,1
-0.22826455278637584,-3.1999762971366548,-1.366392982723425,-2.123637924218318,1,0,0,1993-04-25,Cyprus,Faroe Islands,1
-1.8750766851699758,-0.4015260554343505,-1.4020988418062483,-0.055334353799942504,0,0,1,1993-04-25,Ethiopia,Uganda,1
1.6215868633411588,-0.22822105731762096,0.7325578846458561,0.6958033025985453,1,0,0,1993-04-25,Honduras,El Salvador,1
-0.3649132056179152,1.0023159149037784,0.6120968187844666,1.5756198413130071,0,1,0,1993-04-25,Hong Kong,Kuwait,0
0.7974948065266118,-1.8765763755302796,-1.612983144470078,-2.396638517116987,0,0,1,1993-04-25,South Korea,Iraq,0
-1.9086314647663567,-0.9064341516985955,-1.702090384377521,-1.5312412034371354,0,1,0,1993-04-25,Mauritius,Zambia,1
-0.2823362547649022,0.8665738126956464,-1.4054565121604548,0.49501865391394717,1,0,0,1993-04-25,Mexico,Canada,1
1.3570981813947185,-0.5081747006212829,-1.5557267976345877,-1.3018956834026547,1,0,0,1993-04-25,Morocco,Mali,1
1.0710262170560134,-2.457837113166584,1.0746804036337267,0.9136562626460154,1,0,0,1993-04-25,Niger,Benin,1
-0.526270520215616,-2.7699046463774164,-1.3268854139936619,-1.5082060601495482,0,0,1,1993-04-27,Ukraine,Israel,0
-0.45072394629080953,-1.1963555421418246,-1.2167521143220887,-0.13546713601212051,1,0,0,1993-04-28,Bulgaria,Finland,1
-0.15869855627135498,9.602380284917379,-2.25500698860046,2.8752381925352823,0,0,1,1993-04-28,England,Netherlands,1
0.36355302470871786,3.86826537199872,-2.135121321694363,-0.5549475305236592,1,0,0,1993-04-28,France,Sweden,1
1.0668472220362197,2.488809884962308,-1.7662784907090265,-0.14089030458181062,0,0,1,1993-04-28,Republic of Ireland,Denmark,1
0.23229032978112926,-0.7200400960631806,-0.5177296661898284,-0.6272096562045806,0,0,1,1993-04-28,South Korea,Iraq,0
3.479958831127386,1.4851030678506616,-1.4066584143352,0.15024789717722903,1,0,0,1993-04-28,Norway,Turkey,1
3.0686384011931263,-3.705284700190193,-0.5977029783125741,0.11542045066703321,1,0,0,1993-04-28,Poland,San Marino,1
-0.9102452587952277,0.022249943428260154,-1.489679218938804,-0.3251100517751607,1,0,0,1993-04-28,Portugal,Scotland,1
1.7346422507452028,-0.4826154940325195,-1.5947807588246057,-1.5561450039915512,1,0,0,1993-04-28,Russia,Hungary,1
